age_range,outcome,involved_person,self_defined_ethnicity,gender,legislation,outcome_linked_to_object_of_search,datetime,removal_of_more_than_outer_clothing,outcome_object,location,operation,officer_defined_ethnicity,type,operation_name,object_of_search
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),,2019-05-28T15:36:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.534279', 'street': {'id': 964732, 'name': 'On or near Eckford Street'}, 'longitude': '-0.112160'}",False,Black,Person search,,Controlled drugs
18-24,Arrest,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),,2019-05-28T10:25:00+00:00,,"{'id': 'bu-arrest', 'name': 'Arrest'}","{'latitude': '51.548866', 'street': {'id': 968248, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.121768'}",False,Black,Person search,,Controlled drugs
over 34,A no further action disposal,True,Other ethnic group - Not stated,Female,Misuse of Drugs Act 1971 (section 23),,2019-05-28T15:40:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.546001', 'street': {'id': 968298, 'name': 'On or near Balmoral Grove'}, 'longitude': '-0.118612'}",False,Other,Person and Vehicle search,,Controlled drugs
18-24,Penalty Notice for Disorder,True,Asian/Asian British - Bangladeshi,Male,Misuse of Drugs Act 1971 (section 23),,2019-05-29T12:35:00+00:00,,"{'id': 'bu-penalty-notice', 'name': 'Penalty Notice for Disorder'}","{'latitude': '51.538523', 'street': {'id': 964688, 'name': 'On or near Sheen Grove'}, 'longitude': '-0.112114'}",False,Asian,Person and Vehicle search,,Controlled drugs
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),,2019-05-30T06:45:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.529870', 'street': {'id': 960779, 'name': 'On or near Vernon Square'}, 'longitude': '-0.115341'}",False,Other,Person search,,Controlled drugs
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),,2019-05-30T06:45:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.529870', 'street': {'id': 960779, 'name': 'On or near Vernon Square'}, 'longitude': '-0.115341'}",False,Black,Person search,,Controlled drugs
25-34,Community resolution,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),,2019-05-30T06:50:00+00:00,,"{'id': 'bu-community-resolution', 'name': 'Community resolution'}","{'latitude': '51.529870', 'street': {'id': 960779, 'name': 'On or near Vernon Square'}, 'longitude': '-0.115341'}",False,White,Person search,,Controlled drugs
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),,2019-05-30T06:55:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.529870', 'street': {'id': 960779, 'name': 'On or near Vernon Square'}, 'longitude': '-0.115341'}",False,White,Person search,,Controlled drugs
25-34,A no further action disposal,True,White - Irish,Male,Police and Criminal Evidence Act 1984 (section 1),,2019-05-30T11:40:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.548879', 'street': {'id': 967987, 'name': 'On or near A5200'}, 'longitude': '-0.129310'}",False,White,Person search,,Stolen goods
25-34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),,2019-05-30T11:40:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.548879', 'street': {'id': 967987, 'name': 'On or near A5200'}, 'longitude': '-0.129310'}",False,White,Person search,,Stolen goods
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),,2019-05-30T11:40:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.548879', 'street': {'id': 967987, 'name': 'On or near A5200'}, 'longitude': '-0.129310'}",False,Black,Person search,,Stolen goods
18-24,Arrest,True,Mixed/Multiple ethnic groups - White and Black African,Male,Police and Criminal Evidence Act 1984 (section 1),,2019-05-30T21:50:00+00:00,,"{'id': 'bu-arrest', 'name': 'Arrest'}","{'latitude': '51.531836', 'street': {'id': 964785, 'name': 'On or near Torrens Street'}, 'longitude': '-0.105672'}",False,Black,Person search,,Offensive weapons
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),,2019-05-26T22:56:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.547113', 'street': {'id': 968141, 'name': 'On or near Drovers Way'}, 'longitude': '-0.125705'}",False,Asian,Person search,,Offensive weapons
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),,2019-05-31T11:45:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.533537', 'street': {'id': 964806, 'name': 'On or near Grant Street'}, 'longitude': '-0.110763'}",False,Black,Person and Vehicle search,,Offensive weapons
25-34,Arrest,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),,2019-05-31T16:55:00+00:00,,"{'id': 'bu-arrest', 'name': 'Arrest'}","{'latitude': '51.532790', 'street': {'id': 964823, 'name': 'On or near Balfe Street'}, 'longitude': '-0.120829'}",False,White,Person search,,Controlled drugs
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Female,Misuse of Drugs Act 1971 (section 23),,2019-05-31T16:55:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.532790', 'street': {'id': 964823, 'name': 'On or near Balfe Street'}, 'longitude': '-0.120829'}",False,White,Person search,,Controlled drugs
,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),,2019-05-20T12:00:00+00:00,,"{'id': 'bu-arrest', 'name': 'Arrest'}","{'latitude': '51.530983', 'street': {'id': 960928, 'name': 'On or near Pentonville Road'}, 'longitude': '-0.119707'}",False,Black,Person search,,Offensive weapons
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),,2019-05-13T16:45:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.530565', 'street': {'id': 960903, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.124496'}",False,Black,Person search,,Offensive weapons
10-17,A no further action disposal,True,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Misuse of Drugs Act 1971 (section 23),,2019-05-26T00:40:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.531721', 'street': {'id': 964791, 'name': 'On or near Hermes Street'}, 'longitude': '-0.112467'}",False,Black,Person search,,Controlled drugs
10-17,Caution (simple or conditional),True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),,2019-05-07T17:40:00+00:00,,"{'id': 'bu-caution', 'name': 'Caution (simple or conditional)'}","{'latitude': '51.526573', 'street': {'id': 960941, 'name': 'On or near Leigh Street'}, 'longitude': '-0.125078'}",False,Black,Person search,,Controlled drugs
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),,2019-05-15T15:20:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.532806', 'street': {'id': 964784, 'name': 'On or near Upper Street'}, 'longitude': '-0.106165'}",False,White,Person search,,Stolen goods
over 34,A no further action disposal,True,Asian/Asian British - Pakistani,Male,Police and Criminal Evidence Act 1984 (section 1),True,2019-05-02T13:06:00+00:00,False,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.532500', 'street': {'id': 1486721, 'name': 'St  Pancras International (Station)'}, 'longitude': '-0.126010'}",,Black,Person search,,Article for use in theft
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),True,2019-05-04T13:45:00+00:00,False,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.531800', 'street': {'id': 1489515, 'name': 'Kings Cross (Station)'}, 'longitude': '-0.123189'}",,Asian,Person search,,Controlled drugs
25-34,A no further action disposal,True,Other ethnic group - Not stated,Female,Police and Criminal Evidence Act 1984 (section 1),True,2019-05-07T15:00:00+00:00,False,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.531800', 'street': {'id': 1489515, 'name': 'Kings Cross (Station)'}, 'longitude': '-0.123189'}",,Black,Person search,,Stolen goods
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),True,2019-05-07T20:30:00+00:00,False,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.531800', 'street': {'id': 1489515, 'name': 'Kings Cross (Station)'}, 'longitude': '-0.123189'}",,Black,Person search,,Offensive weapons
under 10,A no further action disposal,True,Other ethnic group - Not stated,Female,Police and Criminal Evidence Act 1984 (section 1),True,2019-05-09T11:30:00+00:00,False,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.531800', 'street': {'id': 1489515, 'name': 'Kings Cross (Station)'}, 'longitude': '-0.123189'}",,White,Person search,,Stolen goods
10-17,A no further action disposal,True,Other ethnic group - Not stated,Female,Police and Criminal Evidence Act 1984 (section 1),True,2019-05-09T11:40:00+00:00,False,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.531800', 'street': {'id': 1489515, 'name': 'Kings Cross (Station)'}, 'longitude': '-0.123189'}",,White,Person search,,Stolen goods
10-17,Arrest,True,Other ethnic group - Not stated,Female,Police and Criminal Evidence Act 1984 (section 1),False,2019-05-09T11:35:00+00:00,False,"{'id': 'bu-arrest', 'name': 'Arrest'}","{'latitude': '51.531800', 'street': {'id': 1489515, 'name': 'Kings Cross (Station)'}, 'longitude': '-0.123189'}",,White,Person search,,Stolen goods
over 34,A no further action disposal,True,Asian/Asian British - Any other Asian background,Male,Police and Criminal Evidence Act 1984 (section 1),True,2019-05-03T16:45:00+00:00,False,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.532500', 'street': {'id': 1486721, 'name': 'St  Pancras International (Station)'}, 'longitude': '-0.126010'}",,Asian,Person search,,Stolen goods
18-24,A no further action disposal,True,,Male,Misuse of Drugs Act 1971 (section 23),True,2019-05-11T15:40:00+00:00,False,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.539400', 'street': {'id': 1488686, 'name': 'Camden Town (Lu Station)'}, 'longitude': '-0.142761'}",,,Person search,,Controlled drugs
25-34,Khat or Cannabis warning,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),True,2019-05-11T12:45:00+00:00,False,"{'id': 'bu-khat-or-cannabis-warning', 'name': 'Khat or Cannabis warning'}","{'latitude': '51.531800', 'street': {'id': 1489515, 'name': 'Kings Cross (Station)'}, 'longitude': '-0.123189'}",,,Person search,,Controlled drugs
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),True,2019-05-11T22:15:00+00:00,False,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.531800', 'street': {'id': 1489515, 'name': 'Kings Cross (Station)'}, 'longitude': '-0.123189'}",,Black,Person search,,Controlled drugs
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),True,2019-05-12T14:10:00+00:00,False,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.528500', 'street': {'id': 1488691, 'name': 'Euston (Station)'}, 'longitude': '-0.133415'}",,White,Person search,,Controlled drugs
25-34,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),True,2019-05-14T14:00:00+00:00,False,"{'id': 'bu-arrest', 'name': 'Arrest'}","{'latitude': '51.531800', 'street': {'id': 1489515, 'name': 'Kings Cross (Station)'}, 'longitude': '-0.123189'}",,White,Person search,,Anything to threaten or harm anyone
,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),True,2019-05-11T02:15:00+00:00,False,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.532500', 'street': {'id': 1486721, 'name': 'St  Pancras International (Station)'}, 'longitude': '-0.126010'}",,Black,Person search,,Controlled drugs
,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),True,2019-05-11T07:47:00+00:00,False,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.532500', 'street': {'id': 1486721, 'name': 'St  Pancras International (Station)'}, 'longitude': '-0.126010'}",,Black,Person search,,Controlled drugs
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),True,2019-05-07T14:30:00+00:00,False,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.531800', 'street': {'id': 1489515, 'name': 'Kings Cross (Station)'}, 'longitude': '-0.123189'}",,Black,Person search,,Controlled drugs
,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),True,2019-05-11T14:44:00+00:00,False,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.532500', 'street': {'id': 1486721, 'name': 'St  Pancras International (Station)'}, 'longitude': '-0.126010'}",,Black,Person search,,Anything to threaten or harm anyone
,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),True,2019-05-11T14:00:00+00:00,False,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.531800', 'street': {'id': 1489515, 'name': 'Kings Cross (Station)'}, 'longitude': '-0.123189'}",,Black,Person search,,Controlled drugs
